Item_ID	Sentence	Expression
120176:9	and, maybe some day.	maybe
120446:47	we went fairly early in the season for this area, which *t*-1 is probably april is when we went *t*-2,	probably
120962:39	i mean, right now we're getting taxed *-1 probably, probably around thirty-five percent, or more.	probably
120962:49	i mean, right now we're getting taxed *-1 probably, probably around thirty-five percent, or more.	probably
120973:13	but there's probably at least about twenty-five to, to thirty cents of different taxes on, on our gas.	probably
121070:38	it's a plant that we've had *t*-1 for probably twenty-five years that these were cuttings off of *t*-2, you know.	probably
121281:59	i've, i'm sure 0 i watched it for more than that probably.	probably
121355:53	oh, see i, i, i watch it maybe twice a month,	maybe
121496:31	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit 0 * to start with *t*-1 with some apples sliced * up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips *ich*-2 around and peanuts.	probably
121496:137	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit 0 * to start with *t*-1 with some apples sliced * up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips *ich*-2 around and peanuts.	maybe
121496:168	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit 0 * to start with *t*-1 with some apples sliced * up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips *ich*-2 around and peanuts.	probably
121496:173	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit 0 * to start with *t*-1 with some apples sliced * up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips *ich*-2 around and peanuts.	maybe
121496:188	if i was having a dinner party i would probably, um, have some, um, some, uh, um, some fruit 0 * to start with *t*-1 with some apples sliced * up and maybe some cheddar cheese and crackers and grapes and, um, probably serve maybe some wine and beer and maybe have some, uh, uh, salsa and chips *ich*-2 around and peanuts.	maybe
121498:23	so. um, i would have maybe, um,	maybe
121499:37	say if it was like greek night or something um, maybe, um, on the barbecue we'd put, uh, cubes of lamb or i guess lamb used * for greek. and, um, like a shish kabob, and, um, mushrooms and tomatoes and onions	maybe
121514:10	um, maybe some rolls and, um, i guess *t*-1 some, uh, some rice or something like that.	maybe
121688:5	maybe like four chicken breasts,	maybe
121695:46	and you take, um, s-, little bit, maybe two tablespoons of butter and a fr-, in a big frying pan. and chop up some onion and put in oregano and salt,	maybe
121763:21	they know that they will probably be out in ten to twelve years.	probably
121835:31	but, uh, repeat, uh, crimes uh, maybe not the, the more mild ones but, you know, a more severe ones especially on, on armed robbery and stuff where they been taking from elderly people, and not just taking the money but beating them half to death *t*-1.	maybe
121934:21	so your privacy is invaded *-1 probably by other members of the family.	probably
121959:43	* try *-1 to remember *-2 to respect their privacy, and maybe they will respect yours	maybe
121986:37	i would get in the bathroom and lock the door so maybe they couldn't hear me,	maybe
122084:30	so when i first moved here *t*-1 i probably did consider that an invasion of privacy	probably
122104:21	i think 0 they would probably have *-1 to pull into my drive before it bothered me.	probably
122108:10	so that probably wouldn't bother me.	probably
122166:10	well, maybe you, uh, you have seen dances with wolves.	maybe
122302:10	oh, definitely.	definitely
122339:13	uh, that might be a lot 0 *t*-1 to do with it.	might
122408:36	i mean they do that now and they could probably lose their job.	probably
122451:9	where maybe a physics professor,	maybe
122460:32	e-, e-, maybe they should sit back and, and kind of, uh, decide on where the money's best spent *-1 *t*-2.	maybe
122465:7	and maybe they should be a little more, uh, uh, concerned with *-1 paying the right people *-2 to teach and, and be, uh, satisfied with maybe a little older school.	maybe
122465:102	and maybe they should be a little more, uh, uh, concerned with *-1 paying the right people *-2 to teach and, and be, uh, satisfied with maybe a little older school.	maybe
122474:29	and the other schools were built *-1 back in maybe the fifties or early sixties	maybe
122485:13	and it's probably fifty, sixty years old or, or better	probably
122528:11	it's probably up there to twenty now if i mumblex * to start again.	probably
122604:21	i'd say 0 we probably have within fifteen miles, twenty golf communities built * around courses that *t*-1 are pretty well designed and then of course, pine hurst	probably
122664:15	it's been probably five years since we've had any measurable snowfall.	probably
122722:13	but i'm probably getting a little too old for that.	probably
122724:65	well, i know if they make the advances that they have been making *t*-1, that, uh, maybe age will no longer, age or even physical, uh, abilities may not be, uh, a barrier anymore.	maybe
122775:15	i know 0 maybe some of the big things that, uh, uh,	maybe
122776:16	concentrated foods for one maybe	maybe
122887:8	you probably wouldn't have a pretty good list.	probably
122900:13	um, there certainly have been ideas surfaced *, uh, recently, uh, matter of fact repeatedly by many people	certainly
122974:28	oh, i, i definitely would *?*.	definitely
123237:23	he's he definitely, uh, is one of the best i think 0 *t*-1.	definitely
123342:20	but i think 0 it might be them.	might
123347:16	i would *?*, definitely.	definitely
123448:27	i mean, that's occurred *-1 certainly at times in the past,	certainly
123733:17	uh, i guess probably going on twenty years now.	probably
123810:7	and maybe we'll meet up again some time.	maybe
123883:8	it certainly is *?*.	certainly
123907:39	so in, in your area then there's probably a lot of, um, career type people that *t*-1 have those type homes	probably
123911:4	definitely.	definitely
123914:53	and, um, the area that we're settled *-1 in *t*-2 is, um, definitely young, young families with, with kids.	definitely
123951:13	uh, we definitely have a lot of trees here.	definitely
123973:46	and if you didn't do anything about it, then they *ich*-1'd probably the leaves just blow away.	probably
124005:71	i, i know that the amount of, or how far your dollar goes *t*-1 probably more than anything has, has greatly changed.	probably
124018:21	and even though the son was probably more successful, you know, higher up in the, the management ladder uh, his, he was actually making less money when you co-, when you go by costs of living *t*-1.	probably
124047:43	well, i, i know 0 gas prices have definitely jumped, uh, from, uh,	definitely
124104:4	definitely.	definitely
124152:5	maybe some day	maybe
124153:8	i probably won't be alive *-1 to see it,	probably
124154:10	but prices might go down lot more.	might
124236:29	but it was int-, it certainly was an exciting series, anyway.	certainly
124295:60	and he said 0 he's been saying one more, and it's been two and three, might be two and three more.	might
